,Country Code,Year,Country Name,Corruption Perception Index,IncomeGroup,region_USAID,region_WorldBank,Gni Growth (Annual %),Claims On Central Government (Annual Growth As % Of Broad Money),Claims On Private Sector (Annual Growth As % Of Broad Money),"Inflation, Gdp Deflator: Linked Series (Annual %)","Foreign Direct Investment, Net Inflows (% Of Gdp)",Broad Money Growth (Annual %),"Foreign Direct Investment, Net Outflows (% Of Gdp)","Intentional Homicides (Per 100,000 People)",Food Production Index (2004-2006 = 100),"Inflation, Consumer Prices (Annual %)",Net Barter Terms Of Trade Index (2000 = 100),Exports Of Goods And Services (% Of Gdp),Price Level Ratio Of Ppp Conversion Factor (Gdp) To Market Exchange Rate,Total Tax And Contribution Rate (% Of Profit),Bank Liquid Reserves To Bank Assets Ratio (%),Total Reserves (% Of Total External Debt),Gross Savings (% Of Gdp),Merchandise Exports To Low- And Middle-Income Economies Within Region (% Of Total Merchandise Exports),Merchandise Exports To Low- And Middle-Income Economies Outside Region (% Of Total Merchandise Exports),Domestic Private Health Expenditure (% Of Current Health Expenditure)
2426,LBY,2012,Libya,21.0,Upper middle income,Middle East and North Africa (MENA),Middle East & North Africa,1.959657855,-24.890879199999997,4.539718973,8.980670119,1.7404864469999999,12.58263985,3.0642332619999997,6.345436052999999,116.5,6.059803922,227.7292609,74.62245886,0.5363442629999999,32.6,22.29328914,29.46008115,10.09976042,1.715910864,16.77975034,40.99605058
2427,LBY,2013,Libya,15.0,Upper middle income,Middle East and North Africa (MENA),Middle East & North Africa,1.648270137,14.22557212,3.58845978,-6.66792158,1.071708764,6.29444896,1.080410672,5.523249035,115.3,2.6058180269999998,227.99136090000002,70.43373349,0.52160308,32.6,20.01506907,58.94979029,5.833733088,2.147280889,12.37582781,40.88342995
2428,LBY,2014,Libya,18.0,Upper middle income,Middle East and North Africa (MENA),Middle East & North Africa,3.41205287,36.23905625,1.40325305,-17.30902884,0.0,-0.338701264,-0.18861172899999998,5.72920491,113.7,2.042507063,205.2183603,47.01432665,0.452136081,32.6,19.31760312,59.03309482,15.84622957,3.495094023,7.2394479160000005,41.74998706
2429,LBY,2015,Libya,16.0,Upper middle income,Middle East and North Africa (MENA),Middle East & North Africa,2.971319462,33.94717614,0.566145941,-19.39851239,0.0,12.50704492,1.418354052,3.1060323789999997,116.28,2.188276599,135.0925676,39.96666073,0.35498452,32.6,18.97248766,71.86957729,56.22351842,5.623767963,13.14159247,31.33021786
2430,LBY,2016,Libya,14.0,Upper middle income,Middle East and North Africa (MENA),Middle East & North Africa,2.513313836,27.3306064,-1.833513401,-2.557563462,0.0,22.07368061,1.677663841,2.8364403780000003,117.43,1.60867534,111.12814669999999,26.13844503,0.363245762,32.6,19.25662286,79.16807444,55.97812341,11.93394125,9.613330286,31.95921988
2431,LBY,2017,Libya,17.0,Upper middle income,Middle East and North Africa (MENA),Middle East & North Africa,3.24957324,10.59726836,-1.030336637,14.43075778,0.0,15.22337347,-0.7773885540000001,3.123965918,120.99618000000001,5.551326453,128.8489558,49.94236451,0.434861693,32.6,18.75358251,92.26918952,57.28539633,9.134497732,12.412165199999999,31.13700274
2432,LBY,2018,Libya,17.0,Upper middle income,Middle East and North Africa (MENA),Middle East & North Africa,4.3701702110000005,-11.70077085,-0.48464374600000004,18.12364521,0.0,-0.124646545,0.523875804,7.204641566,119.67988000000001,9.278608303,159.1837304,56.94907682,0.5124208960000001,32.6,20.02683309,89.95301718,57.26023521,8.597601967000001,22.46821913,30.73218076
2433,LBY,2019,Libya,18.0,Upper middle income,Middle East and North Africa (MENA),Middle East & North Africa,3.482327413,5.361760292,1.978984597,-1.103625624,1.2336638309999999,9.598622336,0.7646286999999999,2.808713018,118.59852,1.410843981,147.0440042,64.8359037,0.486219275,32.6,17.2342643,73.37060301,56.34004073,8.049982258,15.4016274,30.75964002
2434,MDG,2005,Madagascar,,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,4.065609134,-5.617897214,9.177104733,18.36382465,1.4580080130000002,2.246558874,0.596276948,5.539695038,102.8,18.36382465,73.8903377,24.31938611,0.227926772,45.3,27.24197615,13.65181788,10.39492709,3.5167657560000003,8.328931234,39.082901
2435,MDG,2006,Madagascar,,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,5.158585998,-10.45487467,10.14540927,10.76563716,4.607492074,30.91571417,0.174604777,5.50242023,105.24,10.76563716,72.61938391,27.48691378,0.22911767800000002,45.0,21.59849679,38.19160914,14.96567186,2.954999004,5.594751747999999,38.39184189
2436,MDG,2007,Madagascar,32.0,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,7.2732880920000005,3.3653724960000004,7.468727716,10.28796632,9.260115472999999,21.30814728,0.451380335,5.968072253,107.55,10.28796632,72.61714384,27.79620714,0.281328631,45.0,33.60287418,36.3027138,19.08987363,3.317907959,5.4756491810000005,40.87522507
2437,MDG,2008,Madagascar,34.0,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,6.813558596,-6.990889297000001,11.646080099999999,7.486289283,10.577931,12.23681894,0.415828773,7.485056062000001,110.87,9.296508394,69.34447126,27.70720057,0.325356422,47.1,34.35102973,38.77959628,23.83942731,4.024699583,5.830218058,46.10948563
2438,MDG,2009,Madagascar,30.0,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,-4.331890795,7.1828842999999996,3.5953073239999997,6.929167517000001,13.44854207,10.11318017,0.272268566,7.631580239,116.44,8.954218024,73.08080421,20.375829100000004,0.30152607800000003,42.8,30.8830463,34.49666454,17.91575655,4.399841471,10.92705364,46.33841705
2439,MDG,2010,Madagascar,26.0,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,0.26863757899999996,-5.434569653,9.018989233,10.21854459,9.13867162,11.75677989,0.43622879999999997,7.126569637999999,118.98,9.247321736,76.1641921,21.87438119,0.307487054,42.0,26.15993494,37.11832514,16.83019687,12.37716096,14.17082741,43.90452576
2440,MDG,2011,Madagascar,30.0,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,1.705087829,10.6242881,2.5573934769999997,10.38620177,7.0597912670000005,16.93845264,0.36644766700000003,6.92356738,120.57,9.482540486,77.86705313,22.71963584,0.34312215,41.2,36.20741385,39.56769875,16.01714673,5.871620113,17.87556958,35.61549377
2441,MDG,2012,Madagascar,32.0,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,1.446975448,5.670998226,3.639037762,5.466192252999999,7.036803516,7.570988896,0.314616927,7.177217552999999,126.8,5.713844342000001,78.85695386,21.78068615,0.338455337,39.8,34.69010584,35.170117,13.46734505,6.5555598260000005,21.59251188,40.69117737
2442,MDG,2013,Madagascar,28.0,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,2.058300829,7.683778393,8.340227961,5.45228498,4.554644412,3.6476958369999997,0.125613281,7.066831357000001,119.99,5.826429445,76.87459807,23.27216114,0.35237383200000005,38.9,25.22626614,26.40573023,8.793679317,8.029135086,13.97295116,42.77739334
2443,MDG,2014,Madagascar,28.0,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,4.075435527,2.5779488930000003,8.425884604,6.73176549,4.433872726000001,10.77832792,0.293543965,7.522541266,123.75,6.080408111000001,83.48408116,28.28190762,0.34120926100000004,38.1,21.73593644,26.12186457,14.55633836,7.78453883,11.99497307,33.94090652
2444,MDG,2015,Madagascar,28.0,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,1.985736821,5.6245327970000005,8.710545396,6.503730365,2.897276485,16.52724631,0.72351655,7.457029557,120.05,7.404191742,86.97721223,28.39063871,0.302058565,38.1,20.83600601,27.67170025,12.93857823,7.353237022999999,16.74779221,30.60670853
2445,MDG,2016,Madagascar,26.0,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,3.604443308,3.7224904060000004,5.135013808,8.960064041,4.564607585,18.47923458,0.75728501,7.4908271189999995,121.29,6.044560282999999,84.42442632,29.09256628,0.296237762,38.1,25.86946444,39.778621799999996,16.02707598,7.574570595,14.52814868,26.89149666
2446,MDG,2017,Madagascar,24.0,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,5.015231353,2.6104246890000002,8.357019853999999,4.961516858,3.5279716060000004,18.09891823,0.804213603,5.721149375,130.34933999999998,8.590061197,75.87311498,30.90263172,0.32522428,38.1,27.53731012,47.3182153,15.07799553,6.876965458,14.41167533,30.12302589
2447,MDG,2018,Madagascar,25.0,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,4.5727000669999995,2.68165,6.98418091,7.582543198,4.417939796000001,11.95693577,0.851025632,5.628200301000001,132.1329,8.597958238,72.88795332,28.68196588,0.319471469,38.3,25.97412385,46.81041513,18.61779983,9.555416487,20.88865015,32.75171884
2448,MDG,2019,Madagascar,24.0,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,4.464802602,-0.225293834,11.088365699999999,5.277390177,7.435462727000001,6.978201637000001,0.5975453479999999,5.620360501,134.00163999999998,5.62530574,91.69087166,26.46460013,0.304599484,38.3,21.41479948,36.49100866,17.77746478,10.08357407,15.36492392,33.66683726
2449,MWI,2005,Malawi,,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,3.521925122,2.317396557,7.698290897000001,10.74123602,3.8211203289999998,16.24634103,0.082592209,1.5840392209999998,85.86,15.41034466,82.82083861,18.12115551,0.38685773799999995,33.4,20.84395103,5.169941616,2.293887152,29.18867648,12.67292555,13.06180382
2450,MWI,2006,Malawi,,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,4.794065534,-9.774008672,18.97325794,19.96725933,0.889478543,16.41753041,0.147829533,6.328190439,115.73,13.97429435,86.77084711,17.63383504,0.392198954,33.4,23.08905674,16.30291934,7.501923587,32.87155385,14.35394343,18.17900467
2451,MWI,2007,Malawi,27.0,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,10.09058787,1.658669451,9.929211044,4.099721432,2.8060141030000003,36.59170412,0.307792781,5.171712858999999,135.05,7.952209909,85.46658729,23.31144531,0.386393705,33.0,21.51716446,26.16441506,20.03572496,36.83206699,14.14313376,21.23329544
2452,MWI,2008,Malawi,28.0,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,7.701221342999999,74.25454325,39.780318,11.96466714,3.672693352,62.64021818,0.34862584,5.681859985,135.7,8.712601866,78.88710948,22.65675869,0.4226624,32.2,21.56260261,25.52809344,14.37218306,23.19443506,16.68795562,20.43767929
2453,MWI,2009,Malawi,33.0,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,7.747487107,21.19556653,19.26350139,7.899822531,0.7935687570000001,24.6262635,-0.021482728,2.264979851,154.86,8.422044277000001,97.22602140000001,20.02865348,0.450536173,26.3,20.42428941,14.26870531,19.45483188,25.69620588,25.38990628,19.90061188
2454,MWI,2010,Malawi,34.0,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,6.200790522999999,-10.58489648,28.61474473,12.12717946,1.393891227,33.14240723,0.6077888770000001,3.576437303,156.22,7.411590929,99.20179619,22.7870608,0.468429201,25.9,21.18350176,31.87710324,18.40221139,21.91029544,21.11768512,15.22518063
2455,MWI,2011,Malawi,30.0,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,4.970418345,19.7058858,12.81574868,14.07576137,10.15434383,35.65653858,0.011808423,2.292456188,164.99,7.622822628,101.8912958,20.77716728,0.503268284,29.0,19.39267467,17.88558178,10.229660800000001,33.10092224,18.82263818,13.92924309
2456,MWI,2012,Malawi,37.0,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,0.9913851159999999,-0.026600595,14.10248927,17.65610124,-0.147400175,22.93918518,-0.075347655,1.812157825,180.33,21.271265,98.48548547,26.20340149,0.37867913799999997,32.4,19.93584932,18.37690448,2.173373237,21.68213746,25.37424147,13.32955837
2457,MWI,2013,Malawi,37.0,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,4.473082035,3.515272165,8.171924203,27.30039651,8.17848083,35.0710153,-0.07610449400000001,3.839574755,192.35,27.28333333,98.31929541,35.65977381,0.314322036,33.5,21.52171017,27.36380332,13.86947787,24.85374815,18.81021168,13.72673512
2458,MWI,2014,Malawi,33.0,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,5.9928872460000004,-11.700334,8.160069592000001,20.88370338,9.889322031,18.04549783,-0.078309719,3.921319985,163.59,23.79206495,102.1770585,33.70156796,0.344093081,35.2,21.55885464,36.97162151,12.75545977,34.9210079,17.94758327,14.23048496
2459,MWI,2015,Malawi,31.0,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,1.8570880109999999,8.466357732999999,15.78941249,20.53465854,8.097843672,26.39839592,-0.080104976,3.9587842060000002,150.41,21.86734755,113.4871443,29.15651988,0.373524253,34.5,21.03803382,39.43786997,7.403060101,33.2297532,24.60098376,17.84918976
2460,MWI,2016,Malawi,31.0,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,5.824294492999999,25.99757821,2.308632508,19.54413214,2.129563444,15.21015226,-0.077592589,4.033184417,147.18,21.71111321,120.04083759999999,32.96691831,0.308072147,34.5,22.63488116,32.8880998,2.7619069360000004,30.89915487,19.57671254,18.16372299
2461,MWI,2017,Malawi,31.0,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,1.3795566559999999,7.622177668,7.511705869,13.46150517,1.43100155,14.69441374,-0.079950775,3.969636118,144.48648,11.54339392,117.31063970000001,29.16284408,0.343808967,34.5,21.24063101,35.28182513,9.468341173999999,27.45121714,20.54725563,16.92075348
2462,MWI,2018,Malawi,32.0,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,3.259462557,6.87446665,8.812988857,6.669240737999999,1.4750420780000002,13.95583575,-0.082411341,3.969262664,143.36733999999998,12.42017811,110.11847390000001,30.88283803,0.357276188,34.5,20.13333173,33.5226761,10.59676155,34.04293263,20.05603676,20.91239932
2463,MWI,2019,Malawi,31.0,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,4.354900884,7.797143511,9.601959799,8.165981156,3.416338381,19.81655399,0.163400908,4.143467751,143.2515,9.370836056,106.7581006,31.00801491,0.372903295,34.5,20.04092705,33.41888306,12.17405265,31.765633100000002,18.24154336,21.826349399999998
2464,MLI,2005,Mali,,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,6.611123625,3.0265806489999996,-0.026732137000000003,7.501710131,2.564518556,11.75451941,-1.034486304,4.4559968219999995,102.28,6.397882939,102.4433817,22.98886934,0.319894895,51.4,14.7323981,19.65507678,13.06772499,45.33793475,15.66848356,60.53854752
2465,MLI,2006,Mali,,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,4.0649463169999995,-13.38295376,8.674826778,4.646873361,2.145934359,9.834812507999999,1.129045603,4.814653358999999,104.58,1.543525969,116.6761374,28.4289451,0.327931082,51.4,10.68368123,28.46851997,18.05071601,78.23510668,14.36952502,60.03699875
2466,MLI,2007,Mali,27.0,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,3.58952163,0.525942605,8.430187572000001,4.555046077,2.529738478,-1.250166834,1.725939436,4.604153661000001,116.85,1.4120020169999998,120.2331426,24.15211115,0.36397028299999995,51.4,14.96503555,30.77511727,16.77002512,76.32766689,12.13345719,64.90825653
2467,MLI,2008,Mali,31.0,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,5.2818230669999995,-0.811489943,-12.55166182,7.276367642,2.7190511510000004,-13.04959675,0.8851558690000001,4.313111148,129.34,9.170988137,124.85023259999998,25.14419,0.409912924,51.4,16.72746644,31.92185237,12.87182769,74.52299661,12.69999222,66.99578094
2468,MLI,2009,Mali,28.0,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,3.053641223,-19.44438446,35.20830597,4.635932162,6.344938572,42.13013799,-1.0083074140000001,4.455930924,139.6,2.463751886,142.8812231,21.71331369,0.403691884,51.4,20.05206097,33.08626985,15.20865386,74.59947419,12.67675396,65.40262604
2469,MLI,2010,Mali,27.0,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,5.990086602000001,4.87383561,14.73071539,4.364999735,3.476134537,16.331685399999998,-0.25197867,4.797129271,132.25,1.108926907,168.781024,22.83717018,0.39743144700000005,51.4,15.33976166,33.14818646,12.81682056,67.29550375,7.152064181,59.231883999999994
2470,MLI,2011,Mali,28.0,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,3.479443465,8.490322066000001,13.87215662,12.18289013,4.279676493999999,12.91862741,0.033692462,4.7533795880000005,146.54,2.955643952,185.4084302,22.72617792,0.458546768,51.1,14.04728009,32.86073435,14.28929873,71.63069481,10.98120534,53.31322479
2471,MLI,2012,Mali,34.0,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,-1.077265112,8.229240637,8.062949809,4.605294614,3.197773355,15.48594046,0.12819683099999998,4.766499971,151.23,5.323128471,183.4240244,27.85634001,0.44143432299999996,51.1,12.32004461,32.78665352,16.46519615,64.98459382,13.51712469,48.21648407
2472,MLI,2013,Mali,28.0,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,2.9694971189999997,-4.835744857,7.60102864,0.644073502,2.324705974,8.197284542,0.021559319,4.480048118,149.86,-0.606736356,165.6197725,24.94054027,0.44404209999999994,48.3,11.42817784,31.35127282,16.48855742,54.32265558,17.63588441,37.38353348
2473,MLI,2014,Mali,32.0,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,7.808485515,1.264474074,11.11258162,1.256242815,1.002572547,5.792406034,0.0042774020000000005,4.0235824419999995,151.59,0.8838145470000001,152.86969299999998,22.55472374,0.442892719,48.3,10.11595165,31.4536689,15.43169093,74.6742551,9.128732393,35.75759125
2474,MLI,2015,Mali,35.0,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,6.631527843,2.054666821,19.69197415,2.884746265,2.101621457,10.39295165,0.628304024,4.661659096,159.53,1.450690576,155.26545430000002,24.04358438,0.36970106799999997,48.3,10.85455215,31.91848332,15.43171249,48.57388197,15.52374771,36.32563782
2475,MLI,2016,Mali,32.0,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,5.212374586,11.32831149,12.51626614,1.392181331,2.540902495,10.74451477,0.691511477,4.6921899289999995,175.83,-1.7996470709999999,173.538542,23.45284809,0.356653911,48.3,9.611018737,31.35700605,16.68081579,61.51858508,12.52769665,37.74098206
2476,MLI,2017,Mali,31.0,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,4.908020209,5.023719454,5.1506750210000005,1.9342432459999999,3.637985992,4.326518657,0.081155913,4.708334353,151.91956000000002,1.759857429,170.2312149,22.19967673,0.36942217899999996,48.3,7.077113121,32.66673153,14.405831400000002,59.32162035,14.11855867,37.07997131
2477,MLI,2018,Mali,32.0,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,5.394823789,8.620160732999999,4.631015914,2.087038729,2.719931173,14.23296044,0.00168504,4.876008828,151.17942,0.299546507,161.254473,24.3777652,0.385160321,48.3,9.065142895,32.28094895,16.36855658,32.90357634,11.73627734,42.701823299999994
2478,MLI,2019,Mali,29.0,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,5.095456673,-7.0651600000000006,1.9645615490000001,2.3998735069999997,3.078147847,9.01184392,0.09587603,4.916699017,140.38878,-1.658266948,160.407756,23.01596844,0.36749183700000004,54.5,9.683980879,31.39106723,14.82443308,38.280775,14.78751375,45.62994646
2479,MEX,2005,Mexico,,Upper middle income,Latin America and Caribbean (LAC),Latin America & Caribbean,1.6386566759999999,-3.98503101,8.701162919,5.873921411,2.965112808,9.968495525,0.7377972970000001,9.358974931,98.48,3.988057146,111.66196809999998,30.37779258,0.653966544,47.6622,20.45039515,43.38385201,21.28543009,3.91147593,1.205581825,57.76345062
2481,MEX,2006,Mexico,,Upper middle income,Latin America and Caribbean (LAC),Latin America & Caribbean,5.139071443,3.212011281,16.07599144,6.389222407999999,2.132282462,6.69259611,0.5472101770000001,9.717353048,103.46,3.6294676239999997,114.86395,27.32516189,0.656733613,49.7256,15.00883127,44.73952051,23.53337308,4.331878618999999,1.3955138180000002,57.172912600000004
2483,MEX,2007,Mexico,35.0,Upper middle income,Latin America and Caribbean (LAC),Latin America & Caribbean,2.129738652,1.624361688,11.51217167,5.789061291,3.142469456,10.14778437,0.97912121,8.122157319,104.79,3.966849055,114.4934517,27.52723589,0.674782032,49.9388,11.10973228,44.47565415,23.25676611,5.270995388,1.5539095319999998,56.18167496
2485,MEX,2008,Mexico,36.0,Upper middle income,Latin America and Caribbean (LAC),Latin America & Caribbean,1.434907565,1.335299558,1.2424014509999999,6.172512071,2.908353113,8.898940673,0.287732305,12.63905213,105.51,5.124982746000001,115.9903999,27.70149583,0.6711350709999999,49.468999999999994,12.86719857,48.21112336,23.22303416,6.021690465,1.799694515,54.08642197
2487,MEX,2009,Mexico,33.0,Upper middle income,Latin America and Caribbean (LAC),Latin America & Caribbean,-5.547924285,4.084216586,3.2395334410000003,3.947662895,2.128245498,11.52443575,1.2403603890000001,17.60831917,105.21,5.297355842,103.0453297,27.15499933,0.549720946,50.8646,11.55164525,51.66405994,22.98212165,5.482099695,2.081774053,53.33153152
2489,MEX,2010,Mexico,31.0,Upper middle income,Latin America and Caribbean (LAC),Latin America & Caribbean,5.657555939,0.798446598,7.043749474,4.545151338,1.965986632,12.76380386,0.759836596,22.57545056,107.47,4.156727227,110.87945500000001,29.69766477,0.607537433,52.5086,9.448941173,49.03653429,23.76070311,5.923117334,2.272256787,51.35290146
2491,MEX,2011,Mexico,30.0,Upper middle income,Latin America and Caribbean (LAC),Latin America & Caribbean,3.229767572,-3.4560827119999997,9.676925485,5.842873195,2.090945384,9.978580745,1.0509874590000001,23.52123248,108.25,3.4073782460000004,118.42632169999999,31.03670714,0.6176308229999999,52.0822,8.051209846,51.13641868,23.82656777,6.476107294,2.9300752930000002,48.6735878
2493,MEX,2012,Mexico,34.0,Upper middle income,Latin America and Caribbean (LAC),Latin America & Caribbean,3.295609176,-2.996798889,6.737486942,4.065926968,1.461222099,10.08394555,1.556311557,22.14213334,112.52,4.111509811,114.11471740000002,32.26556776,0.596735487,50.9204,7.800020677000001,47.83579475,23.28151152,6.574416754,3.209791515,48.40818024
2495,MEX,2013,Mexico,34.0,Upper middle income,Latin America and Caribbean (LAC),Latin America & Caribbean,0.368216571,-1.437036531,9.343335095,1.529730821,3.6938397760000004,8.27958287,1.1266567140000001,19.40886275,115.29,3.806390697,114.0373429,31.30565295,0.617315925,53.1,7.215107709,44.35942876,20.15221532,6.24955357,3.526318172,47.23685837
2497,MEX,2014,Mexico,35.0,Upper middle income,Latin America and Caribbean (LAC),Latin America & Caribbean,3.4174925189999996,-0.606395263,4.099036143999999,4.423341944,2.3123333919999998,12.19263795,0.522904307,16.62579637,117.33,4.018616081,108.20127269999999,31.89254452,0.605252436,53.4,7.487811197,44.23043806,21.38672896,5.479511935,2.880725296,46.75450516
2499,MEX,2015,Mexico,31.0,Upper middle income,Latin America and Caribbean (LAC),Latin America & Caribbean,3.167182794,-0.048852344000000006,9.950721592,2.787393039,3.045782488,12.18890483,0.936663386,17.03782865,119.88,2.72064065,93.55391226,34.56333087,0.525349407,53.5,7.295768868,41.60096341,21.71160551,4.984014453,2.33466509,46.91611099
2501,MEX,2016,Mexico,30.0,Upper middle income,Latin America and Caribbean (LAC),Latin America & Caribbean,2.737769146,4.302553792,11.59239302,5.377774166,3.4961151160000004,12.3347319,0.665836439,19.91269533,126.72,2.821707847,87.87416956,37.06297093,0.452502826,52.9,7.035390229,42.11383026,22.30352774,4.445871084,2.99728973,47.60773468
2503,MEX,2017,Mexico,29.0,Upper middle income,Latin America and Caribbean (LAC),Latin America & Caribbean,2.2236134969999997,-0.5823027829999999,8.966801125,6.657226272999999,2.848470537,11.224704800000001,0.23597706300000001,25.7089978,124.18406,6.04145724,91.79140205,37.68984096,0.46870477899999996,53.4,6.7427755639999996,39.73708455,23.20193018,4.489895538,3.334889225,48.48754883
2505,MEX,2018,Mexico,28.0,Upper middle income,Latin America and Caribbean (LAC),Latin America & Caribbean,2.0557713069999997,0.514456751,4.843176692,4.966880925,3.165752627,5.295511285,0.9511433220000001,29.07106163,123.02838,4.8993501539999995,94.00945314,39.28930571,0.47427030299999995,55.7,7.137018057000001,38.93901117,23.69184564,4.344521118,3.375724286,46.33210021
2507,MEX,2019,Mexico,29.0,Upper middle income,Latin America and Caribbean (LAC),Latin America & Caribbean,-0.545586731,5.11814574,7.556887347999999,3.33298841,2.295307471,6.826825607999999,0.49179582899999996,25.754505899999998,123.59700000000001,3.635961421,97.20248152,39.06118749,0.483230341,55.1,6.240646221,40.28114113,22.87173158,5.027516937,3.431440189,47.50681712
2509,MDA,2005,Moldova,,Lower middle income,Europe and Eurasia (E&E),Europe & Central Asia,7.347774301,-9.523750468,17.75516783,9.344144087,6.381450441,34.43324531,-0.005354126999999999,7.116588961000001,99.51,11.95918372,86.52630291,51.16358494,0.21028865800000002,47.5,30.11741433,26.92055415,23.13873814,63.83888652,1.22760685,42.89875793
2516,MDA,2006,Moldova,,Lower middle income,Europe and Eurasia (E&E),Europe & Central Asia,3.0563736219999997,-0.9896148659999999,21.54412173,13.41814123,7.58983096,23.57570628,-0.021125245,6.318941582000001,95.56,12.77775578,82.55720644,45.25633686,0.222129543,45.5,19.85292618,29.57466667,21.80738329,59.49007879999999,1.51149015,46.57448959
2523,MDA,2007,Moldova,28.0,Lower middle income,Europe and Eurasia (E&E),Europe & Central Asia,1.028168975,-5.0970833760000005,37.79022086,15.90871495,12.17898034,39.81029115,0.275380101,5.2540731780000005,82.06,12.36716684,81.80668638,45.58047352,0.271203941,42.5,24.80570907,39.63073001,24.0069015,62.09626845,1.19434031,45.23914337
2530,MDA,2008,Moldova,29.0,Lower middle income,Europe and Eurasia (E&E),Europe & Central Asia,8.062538989,-2.3908125819999997,11.87390428,9.244248827,12.00046267,15.85904444,0.515784877,5.738063248,103.22,12.78304726,79.69099622,40.81874861,0.33950334600000004,42.0,29.84183362,44.90341241,23.49900782,64.79929465,1.627711271,48.51333618
2537,MDA,2009,Moldova,33.0,Lower middle income,Europe and Eurasia (E&E),Europe & Central Asia,-9.171456294,3.9637050360000003,-3.7315427010000004,2.1693917330000003,4.776794272,3.168144044,-0.08750929699999999,6.003638791,90.1,-0.062718597,77.90018732,36.87212252,0.32200846899999996,31.0,26.79913399,39.84433594,14.34597911,61.73500671,1.8861202430000001,46.54689026
2544,MDA,2010,Moldova,29.0,Lower middle income,Europe and Eurasia (E&E),Europe & Central Asia,8.744373103,-3.983733875,7.06320464,33.30493151,4.161027241,13.62198148,0.09878192400000001,6.4854176,92.5,7.483850864,77.90018732,27.82961354,0.381096929,30.4,25.97807821,36.35516899,17.00740477,63.33151966,2.965664943,42.17086792
2551,MDA,2011,Moldova,29.0,Lower middle income,Europe and Eurasia (E&E),Europe & Central Asia,5.528940082,4.604062226,10.05140236,8.190799275,4.2663966360000005,10.60236627,0.423918126,5.29519875,101.5,7.687251034,75.77563675,32.54045693,0.42557495,30.8,26.54322165,37.67204917,13.96654271,64.16495794,1.913100344,45.9984436
2558,MDA,2012,Moldova,36.0,Lower middle income,Europe and Eurasia (E&E),Europe & Central Asia,1.808677703,-0.9656009590000001,14.15780892,7.424221881,2.879380432,20.821102300000003,0.30542536800000003,5.618523364,85.02,4.5463342739999995,74.24481581,31.13285051,0.413645624,30.8,26.89966414,47.27358349,16.75441726,64.96034432,2.6991543960000004,43.44185638
