proj_res,res_senti_score,res_sub_score
support project approxim moldovan ngo improv institut capac advocaci monitor relat issu public institut enhanc abil undertak transpar good govern practic engag construct dialogu cso provid inform cooper manner project grante develop recommend better health servic enhanc local budget citizen involv local decis make moldovan journalist receiv post public legal servic lawyer human right hotlin gain necessari skill prepar object respons piec corrupt issu journalist train investig journal investig piec differ corrupt case prepar publish result track train independ expert evalu access inform report posit trend increas access inform govern institut transpar media outlet improv provid coverag corrupt issu credibl moldovan media increas media enabl environ improv public privat work group ppwg foster joint effort intensifi dialogu journalist public offici culmin adopt transpar public decis make program launch nation anticorrupt public awar campaign stop corrupt anti corrupt campaign moldova implement jointli public author civil societi,-0.042857143,0.389598997
project organ studi mission vietnam govern offici learn vietnam success access process workshop sponsor explor navig benefit access implement draw experi vietnam cambodia workshop conduct commun benefit trade trade relat reform trade law regul translat english websit develop trade depart work trade resourc center initi report deliv trade servic lao establish gat enquiri point import requir export sector final train polici dialogu public awar institut develop support rang issu includ trade good servic legal transpar intellectu properti protect invest promot commerci disput settlement right appeal administr decis public privat intra agenc polici dialogu ministri commun capabl,0.153968254,0.285449735
septemb baladi program select win municip propos follow thorough method studi submit propos baladi plu offer win municip union chanc receiv technic assist coach mentor train enhanc institut municip capac baladi plu start organ workshop municip member core staff municip reli input self assess municip perform capac follow manag administr financi plan manag human resourc manag local develop plan municip engag stakehold local commun outreach transpar govern januari baladi plu launch second round train open lebanes municip march baladi plu program conduct workshop lebanon feasibl studi plan sustain target municip lebanes governor awar good municip govern target civil societi organ south lebanon awar good municip govern target civil societi organ mount lebanon bekaa,0.28,0.3
avail,0,0
project result improv water suppli inhabit enhanc treatment drink water beka valley improv pump station effici water servic equip replac benefit peopl project upgrad water analysi laboratori enabl water establish meet nation test standard benefit peopl beka valley south lebanon water establish contribut improv health safeti practic train infrastructur oper suppli water servic inhabit project train staffer water establish design updat year busi plan enabl adher nation strateg guidelin plan medium term goal adopt benchmark process monitor evalu perform final water conserv promot school rural region cover popul,0,0.333333333
program provid support elector process lebanon strengthen civil societi elect oversight improv effect municip councilor support govern partner reform improv knowledg govern offici elector issu program implement govern partner subject oscil lebanes polit govern coalit fell week program begin leav program ministri partner lack clear mandat program continu provid support amid uncertainti,0.244444444,0.538888889
sijcaj ultim increas capac judici train institut improv recruit screen procedur support effort high judici council ministri justic strengthen judici independ account judici confer ethic assess draft judici code ethic,0.16,0.54
project work lebanon municip build financi manageri capac,0,0
period year nearli million disburs grant civic organ engag short term high impact activ promot transpar account good govern grant fund program contribut strengthen capac lebanon civil societi sector address import issu area includ environment protect citizen women right govern transact democrat practic rule citizen particip lobbi capac build nongovernment organ,0.286428571,0.493928571
approxim grant administ liberian ngo liberian west african european north american expertis mobil effort assist govern civil societi build sustain institut insid outsid govern consolid liberia embrac democrat govern social reconcili econom opportun citizen public debat facilit countri,0.006666667,0.026666667
gemap develop effect transpar method grant concess contract extract tropic timber iron secur public revenu obtain larg scale train initi train nearli peopl public privat profit sector wide rang subject includ public financi manag public sector manag inform technolog respons request ministri plan econom affair program employ region plan methodolog identifi develop corridor liberia program facilit coordin wide rang stakehold draft nation polici liberia establish develop steer committe creat cabl consortium liberia public privat partnership establish leverag invest need liberia particip africa coast europ consortium bring broadband connect liberia,-0.045833333,0.183333333
support program improv legal polici environ secur equit commun right forest land commun right respect forest land land commiss local develop guidelin rule emerg model improv capac commun government nongovernment partner incorpor ltpr approach sustain commun base natur resourc manag final improv environment sustain social equit option greater econom secur increas incom pilot commun,0.063095238,0.479761905
lawyer civil societi member train fundament libyan elect elect procedur complaint mechan disput resolut campaign procedur violat role lawyer elect,0.525,0.725
februari project support macedonian judg associ organ public discuss legal reform decrimin slander defam assist court administr associ draft regul select employ procedur judici court staff particip includ chief judg court administr court account court budget council administr offic train develop need base budget court financi manag result court develop budget request base actual need workload special committe establish court improv case manag system reduc case backlog result seven court resolv newli file case time manner manag clear backlog case,-0.134693878,0.474489796
pilot municip project identifi main weak public manag assess citizen involv satisfact citizen busi servic provid local govern base initi research public debat recommend develop particip municip project support civic center improv local govern establish pilot municip monitor implement recommend collect citizen complaint train workshop local govern repres principl practic respons transpar govern organ target municip,-0.140833333,0.239166667
project support approxim percent municip substanti improv account system procur citizen feedback mechan transpar municip financ oper project close municip receiv websit aim improv citizen access municip inform municip regularli procur addit mlga develop success pilot citizen report problem applic oper materi transfer associ municip close mlga provid prove foundat continu replic addit municip futur final polici procedur local govern intern extern transpar establish macedonia municip adopt,0.1,0.333333333
project contribut improv judiciari relat law develop particip judg court administr personnel project strengthen judici train capac case manag court promot improv court manag includ establish profession court administr addit promot financi independ judiciari contribut improv financi budget plan manag project introduc autom court case manag inform court autom case process file disposit jrip help macedonian judiciari open transpar public help establish public inform offic court,0,0.211111111
leadership strateg plan skill ministri justic manag team enhanc enabl align strateg object govern macedonia order monitor measur execut strategi balanc scorecard introduc perform manag state program prevent repress corrupt action plan develop asset declar softwar develop instal state commiss prevent corrupt scpc result effici exchang inform scpc public revenu offic addit state program prevent reduct conflict develop member judiciari prosecut train recogn solv case line associ local self govern unit zel effort achiev greater self sustain hidp support zel design structur improv manag train deliveri order sustain zel knowledg manag manag staff develop zel execut offic develop,-0.066666667,0.444444444
cours project macedonian municip establish financi manag administr capac assum compet improv regulatori environ public commun enterpris establish demonstr higher collect rat improv financi manag improv custom satisfact macedonian municip implement modern urban plan system result demonstr improv indic area zone custom servic permit citi plan,0.1125,0.216666667
court strengthen modern project macedonia contribut draft establish independ court budget court administr offic adopt effect januari strengthen judici branch role budget prepar administr function concret project work nation local level help modern court administr macedonia nation level team support establish administr offic court court budget council local level project secur agreement presid judg establish seven pilot court nucleu modern court administr achiev introduc effect administr manageri methodolog improv effici court project complet review autom environ facil equip assess seven pilot court addit close case survey identifi baselin characterist close pend backlog case pilot court project improv train judg court administr strengthen center continu educ develop curriculum meet need judiciari project sponsor train event seminar legal profession work strengthen institut develop workshop project manag ongo grant support activ develop train plan cover extens judici train umbrella train support project activ pilot court administr function court budget,0.1,0.171428571
project provid technic assist train equip corrupt investig bodi bureau ind_pend anti corrupt bianco better process investig corrupt complaint monitor report corrupt case transfer court support project percentag valid corrupt case receiv investig increas novemb averag number corrupt case investig investig month increas project promot increas public awar corrupt anticorrupt mechan support nation civil societi organ increas public understand corrupt anticorrupt mechan facilit civic privat sector particip madagascar anticorrupt measur,-0.316666667,0.736111111
project provid train procur offic ministri govern agenc compet procur account transpar transact past build capac project manag inform technolog budget central govern level local assembl level cadr trainer anticorrupt emerg result chancellor univers train trainer program person train support program rang lawyer suprem court judg establish media council absenc bodi year journalist train investig report support cso result capac peopl grassroot level open discuss report corrupt includ leader,-0.15,0.4
support commun leader creation year develop plan assist budget plan work commiss charg health care educ food avail benefit train govern offici offer leadership train civil societi organ particularli women group help collabor local leader commun develop decis partner commun review inform technolog work commun profession develop strategi promot project goal local media strategi includ organ public debat listen club radio discuss local issu commun activ,0,0.016666667
project enhanc function integr case manag softwar icm train judg court staff icm version court presid court administr account train modern practic budget manag project support procur guid judiciari develop mrgsp support develop administr procedur system agenc payment intervent agricultur prepar multi year implement plan develop system custom servic,0.2,0.3
program help design adopt state level freedom inform act later adopt mexico state program help design implement state level citizen charter govern agenc formal commit serv citizen effici honestli project support design implement feder plain languag languag ciudanano strategi feder agenc write public document languag understand access everyday user contribut creation inter sectori commiss govern model state govern budgetari fiscal oversight advanc adopt legisl mexican state softwar produc establish methodolog fiscal auditor self assess,-0.082857143,0.204761905
project work academ scholar govern offici draft feder crimin procedur code program help creat altern justic center allevi long stand backlog delay trainer certifi project train staff member victim assist center cover broad rang victim servic,-0.05625,0.16875
brite major initi month program assess moldova busi enabl environ prove methodolog call busi climat institut legal reform bizclir assess tool similar thorough world bank busi methodolog bizclir tool allow brite undertak deep analysi busi environ identifi high impact reform wide support high probabl success base result assess project engag enabl empow govern privat sector civil societi design implement program reform reduc cost risk busi moldova assess focu area includ trade border protect investor start busi pay tax deal construct permit project seek realiz improv busi indic achiev reform result million cost save public privat sector,-0.00175,0.404666667
project complet assess court assess court hous need equip begin work program develop improv budget financi manag procedur court rolisp work nation institut justic develop distanc learn improv databas train court secretari integr court manag icm version rolisp initi grant program support cso conduct legal advocaci judici monitor promot public awar prevent traffic person,0.1,0.133333333
seven month project februari septemb lgsp secur cooper partner municip develop excel municip manag train program train local public author lpa lgsp develop cooper relationship public intern institut program field good govern improv public servic deliveri nation confer inter municip cooper conduct partnership donor confer impact promot public servic partner municip,0.116666667,0.144444444
life project cost difficulti start busi significantli reduc process requir differ procedur take day complet reduc seven procedur day busi law regul draft delet increas transpar reduc number inspect file requir impos busi softwar allow individu organ file tax onlin nearli moldovan busi develop abil file social secur return onlin gener print certif payment regist busi make separ trip social secur offic look act issu moldovan local public author internet critic law draft includ construct guillotin consolid thousand page regul affect busi singl short clear document stop shop reviv moribund stop shop protect investor addit biztar take step influenc ministri financ recommend tackl corrupt particularli relat collect valu add tax custom,-0.047619048,0.269047619
justic sector project instal audio record equip courtroom train staff assist improv civil crimin procedur cod person day train provid judg court staff instal workstat server projector printer copier scanner relat equip deliv district appel court suprem court lan instal judg court staff train judg train judici ethic healthcar sector nation clinic protocol develop line intern standard diagnosi treatment differ patient condit websit creat major healthcar facil project conduct expans nationwid patient satisfact survey legal framework physician practic strengthen mandatori liabil insur physician draft creat offic health ombudsman procur guidelin develop infect control healthcar facil strengthen improv qualiti assur medic laboratori revenu sector taxpay custom servic center establish computer collect enforc track cet develop combat corrupt increas transpar improv effici collect,-0.0675,0.36
project facilit transit open democrat market economi help mongolian implement gener reform legal regulatori framework start second gener reform build institut block requir support market economi project help govern institut work better improv law regul develop process tool skill help implement chang specif project focu reform regul bank sector financi market energi sector support fair market competit facilit trade promot singl electron window foreign trade clear import faster risk manag coordin inspect import improv logist facil clear import export develop special profession manag skill addit project work citizen equip particip dialogu econom issu govern agenc improv commun open public,0.166558442,0.3754329
support project govern mongolia significantli simplifi construct permit process creat categori construct project allow municip issu permit categori reform limit unauthor construct drastic reduc time procedur requir construct firm start build,-0.2,0.4
project carri target train media profession develop manag dedic elect facebook page provid elect relat content gogo popular websit post spark comment respons allow engag public elect relat discours impact project particip improv knowledg elect issu journalist particip improv knowledg elect issu,0.657142857,0.780952381
project enhanc computer case track pilot court support implement random assign case support autom court interconnect internet support instal video conferenc technolog seven region aimag court court autom increas transpar access case inform avail public public access termin account increas greater speed accuraci manag report prepar case process case outcom data avail improv pave direct avail case inform decis line major improv case manag practic correspond softwar upgrad adopt caseflow standard case number index search case inform public access termin easier court user project autom prosecutor offic addit project assist establish nation legal center mandat provid continu legal educ legal profession project assist implement lawyer qualif examin type exam ensur transpar effect examin process build citizen trust justic activ public outreach program util televis radio poster flyer promot public access termin provid train journalist encourag public access hear final help mongolian judiciari write effect judici code ethic creat judici disciplinari committe addit equip train special investig unit report prosecutor gener unit charg investig crime justic sector offici anti corrupt unit establish provid train investig broad strategi fight corrupt strengthen judici independ,0.004107143,0.344196429
januari stage success util find usaid fund public survey corrupt percept speak stopp order strengthen anti corrupt good govern effort gain momentum implement exist anti corrupt legisl conflict crimin code stage success launch coordin independ author corrupt iaac activ public transpar initi bolster network cso stage effect promot good govern nation level encourag transpar monitor audit stage contribut significantli develop nation anti corrupt strategi amend crimin code crimin procedur code parliament contribut process draft administr reform legisl gener administr administr procedur await enact parliament stage train public offici good govern spectrum way implement law conflict transpar incom asset declar assist judici gener council develop perform evalu provid softwar program select judg,0.015384615,0.538461538
depth anticorrupt assess conduct recommend reform action propos govern sector function deem readi initi sector function includ justic sector spatial plan construct busi regul public procur local govern government organ mass media govern transpar,0.033333333,0.055555556
support project partner cso increas compet strateg plan manag organ deliv servic respons manner cso rais compet fund rais advocaci work govern network organ project build cadr local trainer provid train consult servic cso govern busi agenc individu commun develop project implement cso reach rural citizen address commun press problem project succeed posit chang govern relationship result particip work committe tripartit partnership cso begin work watchdog govern public fund enhanc govern account uvurkhangai network cso dissemin result corrupt survey develop air radio episod corrupt conduct public discuss corrupt provid guidanc approxim citizen issu relat local govern servic deliveri corrupt,-0.222222222,0.459259259
mac project advis develop advoc passag mongolia anti corrupt significantli improv legal environ anticorrupt effort bring establish independ author corrupt iaac support establish special panel suprem court judg adjud corrupt case collabor iaac cabinet secretariat institut annual anti corrupt action plan process govern agenc includ ministri agenc aimag govern state own enterpris ulaanbaatar municip agenc project conduct semi annual corrupt benchmark survey nationwid measur public percept actual household incid corrupt mac produc wide rang public outreach materi includ televis public servic announc documentari drama seri poster leaflet reach thousand mongolian increas public awar citizen engag combat corrupt cours project strengthen project iaac investig corrupt case convict hand includ high level offici iaac overse monitor incom asset disclosur form complet rate recov million fund freez million asset life project incid household corrupt decreas high septemb march,-0.143945578,0.605623583
januari coordin numer grante appeal abl success promot public awar civic particip respons govern anti corrupt larg segment popul nation region appeal effect educ target stakehold corrupt anti corrupt reform evolv implement exist anti corrupt administr legisl freedom inform conflict budget appeal contribut implement budget requir annual budget expenditur transpar publicli avail develop participatori manner appeal support independ author corrupt iaac effort prevent corrupt adopt anti corrupt action plan acap aimag soum build capac local civil sector monitor activ local govern facilit anti corrupt action appeal assess local grante organiz capac index provid train cso improv institut capac human resourc financi standard project manag,-0.205882353,0.492156863
januari ggam launch registri nation level busi licens permit montenegro registri develop goal improv transpar reduc regulatori cost risk busi improv avail inform licens custom center stop shop ccoss open citi cetinj decemb march ggam conclud regulatori impact assess capac build assess submit result multipl ministri parliament ggam develop manual conduct train govern civil societi repres januari court improv plan launch basic court podgorica plan seek improv intern court case manag enrich client servic improv public percept increas effici transpar court function,-0.025,0.197916667
project provid technic assist help modern law affect oper montenegrin judici implement structur chang requir court introduc modern court administr case manag techniqu work ministri justic suprem court project activ focu establish appel administr court independ administr offic promot chang law increas independ judiciari improv case manag level court upgrad court infrastructur project advisor deliv train enhanc capac judg court staff implement procedur reform,0.2,0.3
avail,0,0
improv streamlin busi process relat invest build permit creation enterpris creat improv inform system manag scarc water resourc agricultur district design implement increas trade morocco unit state facilit help creat job increas incom sector agro process handicraft,0,0
project increas discuss stakehold polici recommend improv busi registr clearanc improv properti registr labor code pilot construct permit standard busi entri registr initi govern technolog open inform busi investor expedit invest applic strengthen better commun track busi activ project contribut improv commerci court morocco train outreach activ inroad promot altern disput resolut build institut capac deliv continu educ commerci court judg clerk,0.166666667,0.333333333
project build capac auditor staff gener inspect local administr union gener inspector provid oper tool conduct audit inspect conform intern norm produc qualiti report project support intern audit function commun level pilot marrakech municip promot municip govern transpar ethic result adopt municip local govern pact compris code conduct employe code ethic elect offici seri commit commun senior manag employe assist draft local public procur number innov includ establish benchmark help local govern evalu fair price good servic requir conduct sole sourc procur publicli train trainer local fiscal manag turn train nearli local govern offici urban rural commun project develop implement participatori strateg plan train program commun support final conduct studi lead develop integr architectur local govern inform siicl focu core administr financi commun complet success test local fiscal manag applic develop methodolog evalu fiscal potenti select citi help commun develop implement strategi improv collect assist govern effort upgrad slum area develop dissemin train practic tool social mediat upgrad project,0.140740741,0.210185185
project help influenc posit trend parliament rais awar introduc idea best practic cultiv messag increas transpar open committe work proceed project facilit creation budget analysi bureau provid consult prepar report budget issu conduct seminar workshop train activ improv staffer capac budget analysi oversight final project ventur help mobil cso manifest increas advocaci effort target cso baselin year small grant program,0.1875,0.55
recommend futur usaid program produc result conduct anticorrupt assess,0,0
citizen select bairro particip session participatori plan express need prioriti session result construct school borehol monapo napala small water nacala muanona zagarto market chimoio bairro junho municip market rehabilit vilankulo tractor respect trailer guru_ capac build elabor implement slum upgrad land registri chimoio monapo nacala vilankulo citizen take effort improv commun activ particip activ includ social control infrastructur construct creat vendor associ municip govern listen citizen respond need prioriti concern municip govern deliv basic servic citizen transpar effici equit manner,-0.072222222,0.197222222
project partner develop capac local nongovernment organ ngo engag youth develop media campaign design improv transpar elect peac process,0.4,0.45
project support suprem court program implement computer record document manag project support improv archiv special court lalitpur district court parsa district court patan appel court case file organ document review case data organ entri comput judg societi nepal activ offic director offic furnish equip judici academi receiv furnitur equip complet strateg plan train assess court relat altern disput program move forward train mediat organ mediat center administ activ suprem court patan appel court corrupt awar prevent program nepali region implement local coordin forum partnership govern civil societi establish region public servic announc corrupt media coverag corrupt activ inform public cost corrupt final journalist train techniqu investig corrupt,-0.203896104,0.618614719
citizen train conflict sensit develop gender equiti social inclus gesi project plan manag appreci inquiri media commun peac journal consensu build earthquak resist build construct peac build conflict analysi profession capac offici improv result ngcpp train direct technic assist includ secretari offici ministri local develop mold staff member line ministri offic annual develop plan complet minor particip specif gesi plan develop cooper citizen offici integr plan committe ipc form mandat mold increas polit ethnic cooper develop plan transit mechan mitig polit ethnic tension access develop resourc public plan dialogu organ cooper leadership polit parti commun project manag committe form train select project target vdc local govern develop polici procedur includ project manag local resourc mobil monitor skill addit small scale infrastructur project small commun servic infrastructur project youth group complet peopl primarili women youth margin group member train commun base project manag direct ngcpp support technic assist commun mobil engin engin train work ngcpp level local ngo engin engin train earthquak resist design construct workshop peopl train conflict mitig resolut skill commun dialogu vdc facilit build local level consensu popul critic issu relev gesi comprehens peac agreement current statu peac process inter ethnic youth group work peac initi form respect vdc commun servic project csp complet day employ gener youth margin citizen csp final coordin station local traffic polic daili minut updat bandh form protest access issu terai broadcast minut weekli program highlight inform peac process work constitu assembl local govern issu peac build issu relev terai,-0.065686275,0.254901961
program access public inform legisl increas civic particip municip elect coordin cso advoc nation issu,0.4,0.483333333
program work group organ formal cso emerg organ exist year establish structur demonstr leadership potenti program offer number capac build workshop cover organiz diagnosi strateg plan strengthen board director leadership develop inter agenc partnership strategi intersectori collabor commun strategi fundrais strategi human resourc manag legal framework analysi volunt recruit manag,0.1,0.15
hicd program help cso institut strengthen staff board relat improv manag complianc govern report requir resourc develop project design cso strengthen promot polit particip voter educ engag advocaci watchdog function better equip skill contribut develop advoc propos improv legal environ journalist train,0.35,0.35
fund help media outlet remain busi provid cash flow skill improv qualiti media product turn improv opportun advertis program increas awar support countri increas citizen awar women right campaign challeng freedom press countri help number media outlet experi econom hardship acquir capabl,0.285714286,0.535714286
project play critic role secur passag fiscal respons procur law feder level support govern introduct multiyear budget plan provid tool capac build budget polici develop includ sector specif strategi contain medium term sector strategi document help govern public competit bid process govern procur provid technic support microfin monetari depart central bank nigeria nation bureau statist project support feder govern adopt oversea develop assist polici includ studi tour neighbor ghana spotlight countri success sponsor stakehold workshop legisl review train nation assembl,0.1,0.105555556
avail,0,0
emerg measur strengthen democrat provid increas stabil secur need place engag civil societi voic advocaci particip citizen need central theme need strengthen legisl function process support effect equit justic,0,0.25
project support land plan seven pilot commun introduc sustain manag practic hectar includ hectar biolog signific habitat second year seven addit commun join seven commun form nigeria multi commun conserv farmer field school cocoa farmer improv qualiti decreas pesticid half reduc differ price receiv world price second year commun cover cost join program state govern begin introduc approach nigeria major cocoa produc state addit small scale cassava process plant women group add valu cassava crop,-0.070833333,0.213333333
decemb lead project introduc participatori local govern develop model focu state result synergi effect link state local govern civil societi commun group lead project approach involv problem assess capac build result monitor strengthen capac target champion local govern area select addit local govern area add champion list result lead project work local govern area state project facilit improv intern structur strateg plan capac local govern agenc increas transpar local govern oper increas local govern revenu increas capac local organ improv servic deliveri particularli water sector,0,0
date program implement project worth million region addit begin bring sustain coordin develop region feder administ tribal area fata sustain develop plan administ govern pakistan pledg billion,0.3,0.1
avail,0,0
program conduct strengthen women youth particip parti local partner centr civic educ program initi enhanc polit parti abil undertak intern parti reform order author polit administr reform sign extens pakistan polit parti order tribal area amend fata frontier crime regul advanc gener elect nationwid train parti poll watcher organ elect assess mission organ advanc parliamentari provinci elect program train approxim parti poll agent monitor poll station elect implement advic give design implement commun collect analysi elect result complaint,0.528571429,0.671428571
relationship polit parti civic organ capabl address challeng inher build democrat institut foster assist support transpar inclus elect voter particip public educ program assess observ mission nation provinci local elect conduct,0.4,0.466666667
complaint submit anti fraud hotlin handl exclus transpar intern pakistan offic inspector gener washington,-0.3,0.2
pakistan trade project work help improv polici procedur peopl practic affect movement good pakistan border achiev project ratif aptta improv physic infrastructur oper includ singl window approach improv custom audit risk assess procedur advanc reform pakistan border project work build capac offici institut affect cross border trade includ updat tdap human capit approach internship program activ includ program endeavor spread project impact equit margin segment pakistan economi particularli women youth small medium enterpris project serv catalyst increas govern invest infrastructur provid support local cross border busi institut strengthen capac lobbi effici cross border process,0.064285714,0.157142857
project support draft promot enact crimin code crimin procedur code compliant standard forth intern anticorrupt convent creat social audit monitor execut govern program engag privat sector particip sponsor implement account anticorrupt project project assist draft classif labor posit salari public sector document uniform standard describ natur function salari level labor posit govern limit discretionari practic inequ,0.008333333,0.033333333
highlight result achiev program aim reduc inform econom sector impun corrupt includ follow time process complaint reduc averag month averag month forens laboratori build help improv reliabl scope inform provid prosecutor number day start busi reduc half day standard model intern control develop implement major ministri improv audit mechan manag financi inform,-0.180833333,0.373333333
program help strengthen prosecutori research capac public ministri strengthen administr tribun control judici disciplinari system intern control system bureau custom program enhanc protect intellectu properti right strengthen nation polic,0.142857143,0.301190476
program help establish anti contraband intellig oper unit nation custom offic provid train unit contraband detect method modern equip technolog mode transport support design effect strategi reduc contraband evas,0.2,0.3
project improv essenti health commod suppli chain strengthen logist manag inform system streamlin distribut system identifi financi resourc procur suppli chain oper enhanc forecast procur plan project encourag policymak donor support logist critic factor overal success health care mandat,0.3,0
project support nation council magistr peru streamlin computer oper instal electron reduc mass paperwork transform easili manag electron storag project improv manag system intern affair offic judiciari ocma provid equip softwar network suprem court system equip provid anti corrupt unit ombudsman offic greatli strengthen oper unit equip borrow comput unit provid support improv disciplinari process intern control offic redesign step disciplinari process develop manual oper disciplinari process intern control offic provid equip intern control offic support process requir oper train trainer forens techniqu project improv capac attorney investig corrupt case cours incorpor school public ministri curriculum project result increas citizen trust govern action corrupt increas favor percept institut includ particularli ombudsman offic overal knowledg institut work improv consider knowledg work ocma increas significantli,-0.28,0.633333333
report offer list tactic reform recommend broad anticorrupt programmat option reflect gener strateg approach reform health sector rwanda includ enhanc transpar level area health strengthen financi manag capabl strengthen capac decentr health sector institut increas citizen particip,0.0625,0.3125
prod basic administr framework need govern target nation govern region municip translat nation polici local practic nation govern adopt project train methodolog dozen programmat area includ manag result public invest purchas acquisit innov govern baromet easi line interfac compris manag social indic provid manag inform peru nation govern region govern serv project highest rat budget execut nation project facilit sign dozen public privat partnership agreement privat sector multilater institut dedic financ replic project methodolog includ guid ensur orderli transit municip govern distribut peru municip govern develop guidelin resolut social conflict polici formal inform miner adopt govern peru train methodolog conflict resolut develop prod serv gop facto methodolog approach ministri region govern have train,0.011111111,0.065277778
nation level prod provis high qualiti apolit partisan technic assist organ public hear success improv qualiti draft initi identifi action item build broad base coalit necessari passag prod initi open process replic actor interest support execut legisl branch nation level prod improv democrat govern provis effect manag administr tool nation nation author participatori decis make participatori budget public account greater inclus municip region govern amelior social exclus train civil societi leader includ leader highli margin group women indigen commun effect particip decis make process gener greater synergi usaid peru program strateg partner work area,0.07780303,0.332045455
project support philippin effort court effici account improv investig prosecutori capabl anti corrupt agenc strengthen legal regulatori regim combat money launder intellectu piraci traffic person role introduc autom case manag sandiganbayan suprem court court appeal court appeal assist sandiganbayan pave adopt continu trial select graft case involv high profil govern offici project capac build assist ombudsman help doubl convict rate sandiganbayan anti money launder council credit role project remov philippin intern list cooper countri role support interag council traffic partner organ contribut remov philippin state depart traffic person watch list,-0.046666667,0.58
project strengthen capac ombudsman improv complianc enforc countri princip revenu administr agenc train staff depart financ revenu integr protect servic bureau intern revenu evad program bureau custom smuggler legal write legal account financi investig substant fraud prosecut skill custom regul train increas investig surveil abil organ project computer region district offic intern revenu bureau includ encod million document countri addit anti corrupt promot materi distribut elementari secondari school,-0.033333333,0.466666667
project train commit pool activist address emerg budget issu evid base advocaci produc tool budget monitor includ inventori major sourc nation budget inform explan nation budget issu controversi guid monitor import govern social project farm market road agrarian reform implement social hous nation depart implement budget transpar measur result legisl analysi provid project partner pursu improv nation budget process polici,-0.167708333,0.408333333
project build capac personnel effici intern busi process project support effect prosecut corrupt case lower court project work build institut cooper combat corrupt encourag joint investig team meet train final project support anticorrupt fight nation local region level,-0.25,0.75
project enhanc civil societi effect fight corrupt improv collabor civil societi govern increas civil societi privat sector particip govern process improv capac govern institut govern offici implement counter corrupt good govern measur reform increas transpar govern transact increas effect account govern offici,-0.1,0.866666667
project work offic ombudsman creat legisl liaison unit build capac advoc legisl agenda introduc amend legisl charter civil forfeitur strengthen investig power enhanc abil build stronger case suspect corrupt movement offici unfortun bill derail soon introduc congress impeach ombudsman impeach ombudsman project work presidenti commiss good govern pcgg assess advis pcgg legal structur framework system help reconcil updat statu record pcgg relat case,0.133333333,0.6
number accomplish rapid field apprais conduct assess result local govern philippin rapid field apprais track result year passag local govern code conduct region countri except nation capit region sampl size local govern provinc citi municip septemb total local govern autonom region muslim mindanao armm armm provinc receiv technic assist project,0,0.15
,0,0
ecogov contribut good govern develop tool process assess environment govern environment govern guid self assess develop intern project perform assess tool measur extent ecogov assist lgu adopt good practic sector forest forestland coastal resourc urban environment govern good govern includ process participatori consensu orient account transpar respons effect effici equit inclus base rule ensur corrupt minim view minor take account voic vulner societi hear wide appreci participatori natur eas administr use tool promot adopt good practic environment govern tool ecogov track improv govern practic time project organ nation govern provinci lgu nongovern organ involv promot advocaci environment govern,0.15,0.555555556
govern procur entiti implement percent recommend procur audit result signific increas transpar account procur process develop procur audit manual govern tool base registrar provid process improv system strengthen measur result creat opportun procur audit standard improv account transpar program train govern investig prosecutor anticorrupt econom crime topic result train program number qualiti outcom corrupt relat prosecut increas high profil case complet involv nation fund scandal result percent convict rate secur investig prosecutor train program februari anti corrupt divis high court establish strengthen support abl regist case dispos case pend dispos rate stand impress percent provid grant support civil societi organ conduct public expenditur track survey pet recogn award anticorrupt reform conduct independ inquiri corrupt scandal engag cso media result increas citizen awar right combat corrupt public attitud corrupt especi public apathi chang notic year period result program support outreach activ measur remark increas number public report suspect corrupt submit cso document estim cso collect report alleg corrupt year realiti cso receiv alleg corrupt time target,-0.246722689,0.640140056
project creat program track fund releas lump appropri order increas transpar account util project respons rais govern effort transpar fair object perform measur project overal object result legisl system place creat transpar public spend,0.35,0.483333333
project effort abl reduc number day process civil applic clearanc day rais employe individu rat rais respons local govern citizen need project develop tool best practic good govern adopt select municip citi,0.566666667,0.3
avail,0,0
project help launch region coalit count member busi associ repres firm estim million employe region coalit conduct advocaci effort relat legisl chang region level region coalit function project perform legal analysi advocaci effort busi associ repres coalit report increas membership life project feder level nation region partner conduct advocaci effort relat feder legisl chang feder connect project advocaci effort give russia local chamber commerc right review busi relat legisl propos municip region level firm protect annual govern interfer rogu bureaucrat partner busi associ provid membership servic rang legal consult telephon hotlin intern institut manag busi associ self sustain project train profession includ busi associ leader train manag techniqu public captur project best practic publish arab french anti corrupt coalit build techniqu develop project appli cipe ukrain thailand lebanon,0.078571429,0.310238095
project engag civil societi busi organ conduct advocaci campaign legal regulatori reform result adopt reform initi target specif increas govern transpar account reduc corrupt repres ngo citizen initi group receiv advocaci skill train addit civic activist implement commun develop project villag target region train activist local govern busi creat commun foundat support local initi resourc center support program region enhanc profession credibl chief target settlement gain knowledg experi engag local constitu util potenti develop solut local problem support program rural collect enterpris initi employ peopl citizen particip local govern increas result program activ program contribut develop region wide econom develop program adopt govern,-0.05,0.17
project strengthen democrat actor tie region polit parti support broad base coalit movement solidar form result number meet democrat parti discuss share interest valu coalit wide view vital democraci institut project help polit actor better understand need constitu tailor parti messag provid access object poll data creat portal assist polit actor commun constitu formul specif parti messag project organ commun media train peopl region conduct numer train strengthen cooper region local legisl conduct train women leadership women leader activist project help develop form oborona movement oldest activ opposit civil youth movement russia,-0.039583333,0.435416667
