proj_desc,desc_senti_score,desc_sub_score
strengthen rule respect human right project nepal rule anticorrupt project purpos project help nepal address import system legal institut impedi meaning reform project seek enhanc qualiti government civil societi initi reform modern nepali justic strengthen nation capac combat corrupt rule activ project includ strengthen defens represent strengthen administr manag capac judiciari support judici institut judici academi judg societi judici council provid effect mechan enforc judici decis develop court relat altern disput resolut anticorrupt activ includ promot broadli base corrupt awar prevent campaign especi nongovernment sector strengthen institut capac commiss investig abus author special anticorrupt court offic attorney gener nation vigil center,-0.095238095,0.534126984
nepal govern citizen partnership project ngcpp design help govern nepal reestablish legitim effect secur govern combat potenti fractur nepal ngcpp effort introduc integr packag secur govern develop assist target local level terai region initi creat provid support local govern local level peac initi transpar inclus develop plan level core object ngcpp support strengthen govern restor citizen confid public institut implement quick impact activ ensur public reap peac dividend encourag creation assist reintegr ensur margin popul feel connect nation level peac process,0.055555556,0.105555556
nicaragua anti corrupt transpar account program aim enhanc govern capac promot transpar account aim increas manag transpar account target municip enabl particip strengthen civil societi capabl includ media busi sector seek increas polit account,-0.5,1
organiz develop nicaraguan civil societi program aim promot increas organiz capac stronger govern structur oper effici strateg vision select civil societi organ nicaragua program provid ongo profession support follow area govern leadership strateg plan manag structur practic market commun strateg realign collabor,0,0
object nicaragua human institut capac develop program hicd address core factor greatli impact sector capac perform environ sustain hicd seek achiev improv perform understand gap barrier organ ultim goal hicd improv local institut perform critic area lead measur result achiev organ goal object,0,0.05
nicaragua media program cross cut project design support countri effort improv democraci govern econom growth health educ environ program work independ mass media organ convey inform supplement strengthen democraci develop health messag assist program wide array target audienc media assist nation region level design radio televis show print journal commun program state interact technolog,-0.05,0.2
restructur econom framework open reform macroeconom stabil reform program aim improv polici environ address major impedi econom growth nigeria program compon includ budgetari process procur oversight capac build govern nigeria institut civil societi organ cso involv polici process implement polici reform sector,0.03125,0.5
project design build capac judici actor institut investig manag resolv corrupt case crimin procedur code task strengthen judici capac address corrupt work civil societi organ educ public monitor project object increas capac judici lima callao peruvian amazon region resolv corrupt case increas capac judiciari address intern corrupt strengthen judici capac address corrupt effect civil societi engag,-0.416666667,0.844444444
democraci govern assess nigeria aim examin posit neg trend countri avenu continu support encourag develop democraci work trend revers progress crack polit stranglehold oligarch continu widen public particip need channel legitim democrat institut open polit space simultan exacerb exist social fissur time critic propon support nigerian democraci help provid environ polit reform root grow,0.011111111,0.211111111
sustain practic agricultur critic environ space nigeria work commun institut cross river state help safeguard divers global signific natur heritag,0,0
object lead improv local govern work state local govern strengthen capac govern build better relat commun promot effect strengthen manag capac servic depart increas transpar local govern oper participatori budget process base sound analysi servic revenu potenti strengthen capac state govern monitor budget expenditur promot greater transpar local govern bring mandat fiscal respons public procur law local govern level strengthen organiz servic capac broad rang organ state local level servic plan budget monitor servic improv health educ collabor focu state project support local govern select servic water sanit,0.050961538,0.213782051
overal goal program pakistan support condit stabil develop conflict prone prioriti area build confid trust govern pakistan commun develop construct commun identifi project support good govern encourag broad base commun particip decis make increas access public inform social econom polit activ polici program mean initi step support renew effort better deliv servic commun,0.026190476,0.461904762
overal goal project improv decentr manag effect servic deliveri benefit margin popul target region madr dio amazona loreto martin ucayali work differ sector level govern project improv polici implement reform directli impact nation govern strengthen nation institut effect public servic deliveri improv manag social conflict disast risk reduct enhanc govern account improv formal transpar mechan expand participatori process,0.016666667,0.066666667
program aim strengthen polit parti promot polit reform feder administ tribal area fata support elector process,0,0
program support democrat develop pakistan polit parti strengthen democrat govern civic particip program,0,0
object anti fraud hotlin ensur transpar prevent corrupt citizen cso encourag report corrupt regist complaint directli anti fraud hotlin websit,-0.433333333,0.733333333
pakistan trade project design focu har power intern trade engin sustain econom growth stabil pakistan target technic assist program support govern pakistan privat sector stakehold improv trade environ effect trade polici implement goal enhanc capac procedur system pakistan institut increas region trade especi pakistan border reduc time cost intern trade pakistan increas formal cross border trade trade project aim acceler pakistan integr global economi main compon program improv custom trade facilit improv transit trade enhanc trade transport facilit improv trade polici export promot enhanc econom zone regim focu area conflict vulner popul promot women trade gender mainstream dedic capac build,0.055555556,0.111111111
program goal assist govern privat sector civil societi actor work slow revers spread corrupt,-0.4,0.7
program seek reduc impun strengthen investig capabl public ministri capabl disciplinari judiciari intern govern control system civil societi particip govern oversight activ control gener offic project task support integr public registri inform legisl oversight public financ seek improv paraguay perform rule justli econom freedom indic,0,0.066666667
paraguay second threshold program focu anticorrupt effort enforc custom health care judici sector aim rais perform control corrupt rule indic object program reduc opportun corrupt increas success prosecut wrongdoer improv public opinion govern effort area reinforc paraguay commit combat corrupt,-0.2,0.511111111
program intent overal reduc contraband evas major sourc problem paraguay,0.0625,0.5
project goal strengthen intern control anti corrupt mechan ministri health provid inform technolog solut improv procur establish manag unit monitor storag distribut system improv suppli drug project seek improv essenti health commod suppli chain strengthen logist manag inform system streamlin distribut system identifi financi resourc procur suppli chain oper enhanc forecast procur plan project encourag policymak donor support logist critic factor overal success health care mandat,-0.1,0.5
purpos project reduc corrupt public administr activ develop govern peru approv millennium challeng corpor activ aim reduc corrupt foster greater citizen awar strengthen govern intern control sanction mechan improv govern procedur process allow corrupt flourish,-0.2,0.713333333
corrupt assess rwandan health sector focu analyz corrupt vulner corrupt practic health sector area procur warehous stock distribut drug medic equip recruit personnel relat deal public financi materi human resourc manag function mutuel commun base health insur cbhi commun health worker citizen particip oversight,-0.383333333,0.694444444
object prod support effort peruvian govern process improv public polici regulatori framework strengthen capac subnat govern nation level project seek provid technic assist critic legal reform matter implement regul procedur public polici nation level project task build local region govern capac govern effect includ reinforc good govern practic participatori budget plan improv implement nation public invest procur process state contract result base budget improv effici select municip govern includ administr simplif result base budget promot local econom develop implement innov strategi collect local level support municip associ inter region coordin board format public privat allianc,-0.063636364,0.278787879
overal object prodec increas respons nation elect govern citizen local level select region encourag practic participatori local govern program seek contribut strengthen democrat govern promot good govern practic enhanc capabl public institut civil societi organ contribut effect process core program focu develop consolid capabl stakehold public offici staff civil societi assum function decentr govern nation region local level,0.214285714,0.233333333
purpos rule effect role project provid technic assist support govern philippin anti corrupt anti money launder activ justic reform view foster sustain econom growth enhanc competit philippin economi encourag intern domest invest improv busi climat enhanc rule expect result increas public awar level corrupt effect result increas support particip anti corrupt activ strengthen capac effect anti corrupt enforc institut implement prophylact anti corrupt initi vulner govern institut civil servic increas abil govern republ philippin combat money launder seek mediat court appeal suprem court refin dissemin caseflow manag continu train judg law pass,-0.416666667,0.844444444
project goal reduc opportun corrupt improv revenu administr provid technic assist agenc program task support enforc effort agenc corrupt evas smuggl train investig prosecutor surveil equip work flow engin research case analys,-0.5,1
project aim increas awar central nation budget govern account deepen capac civil societi undertak budget monitor tool account prompt govern respond monitor advocaci accept recommend act concern rais stakehold nation budget better substant polici choic budget process transpar,0.25,0.375
project design assist ombudsman depart justic develop monitor progress corrupt case project provid technic assist constitut integr group compos ombudsman civil servic commiss commiss audit effect corrupt detect deterr environ project support applic corrupt diagnost select local govern unit,-0.375,0.75
project build counter corrupt advocaci promot transpar account mindanao acceler develop spread improv practic local govern project target strengthen civil societi privat sector constitu counter corrupt reform support philippin nation local effort implement good govern promot econom growth poverti reduct,-0.06,0.52
enhanc govern anticorrupt effort philippin aim achiev twin goal assist ombudsman advanc legisl agenda increas effect anticorrupt enforc promot media citizen report corrupt good govern public websit strateg effort seek cultiv cultur account transpar public confid cooper,0.05,0.433333333
launch deepen technic assist mindanao local govern greater fiscal respons transpar account servic deliveri enhanc project aim bring nation conscious local govern issu need nation action design strengthen local govern linkag capac polici reform data gener inform share dialogu project work improv qualiti local govern sustain econom growth peac mindanao,0.1,0.157142857
goal broader bilater engag shift philippin growth path higher sustain inclus growth high perform emerg economi project intend contribut higher growth reduc cost corrupt invest trade promot open fair competit fulfil goal pursu follow desir result effect consist time prosecut larg scale corrupt case improv legal tool detect investig prosecut corrupt strengthen account anticorrupt offic includ greater transpar prosecut effort intensifi effort prevent corrupt improv corpor govern public privat corpor greater busi sector contribut anticorrupt effort,0.043076923,0.631282051
philippin environment govern ecogov project work govern republ philippin depart environ natur resourc denr provid technic assist implement activ result improv environment govern project local nation counterpart improv manag forest coastal area solid wast promot local govern invest sanit facil,0,0.033333333
project work modern procur audit practic strengthen investig prosecut enhanc capac civil societi demand greater transpar account,0.35,0.4
provid technic assist augment effort philippin liber partner stakehold project seek improv countri econom polici environ chang polici regul industri govern practic industri relat project technic assist focu polici formul implement relat trade invest fiscal reform essenti acceler sustain growth goal activ enhanc philippin competit structur increas invest opportun improv inter intra sector effici boost busi effici,0,0
project aim strengthen local govern mechan econom develop mindanao relat corrupt project aim improv overal busi environ increas competit citi better govern project provid model good govern tool practic,0.175,0.525
philippin elect reform project assist elect stakehold prepar nation elect comprehens elector reform program bring greater legitimaci elector process specif project focu build capac commiss elect comelec modern conduct credibl elect promot establish mechan systemat intern capac reform administr practic project engag civil societi organ effect advoc reform voter educ elect monitor equip citizen knowledg skill support implement success elect,0.66,0.71
russian advocaci program effort strengthen role small privat firm russia forc civil societi free market help sme busi associ repres advoc improv busi environ program aim develop initi year plan train technic assist support polici reform mutual inform entrepreneuri commun target region aim creat institut train busi associ leader expans coalit work russia restiv north caucasu region develop analyt tool design flag law regul corrupt potenti adapt seek advantag develop russia sector russian govern evolv approach econom develop corrupt,-0.15,0.514285714
commun particip region advocaci project russian east implement region focu strengthen capac municip region organ develop implement advocaci initi effect address commun prioriti reform polici improv qualiti life enhanc way citizen particip local govern promot commun base volunteer support joint effort local govern citizen busi commun drive grassroot initi,-0.2,0.25
project work strengthen support democrat valu institut russian feder focu assist emerg democrat leader movement region level order facilit strengthen sustain democrat individu institut program design implement creat network polit activist leader countri reach barrier includ demograph profess geograph locat polit affili mainli prong seri train year project polit parti build train youth leadership develop train civil societi develop train,0,0
goal russia judici reform partnership program strengthen russian judiciari independ judici self govern judici administr develop program aim develop judiciari train capac establish clearli judici ethic standard method enforc promot partnership relat russian judiciari share best practic project seek promot intern fair trial standard address gender relat issu,0.283333333,0.2
rule partnership project rlpp aim enhanc profession credibl russia lower level court improv strengthen profession account standard govern mechan countri legal nation region level specif project goal increas credibl profession lower level court pilot region improv standard govern mechan profession account russian legal project support capac russian judg lawyer civil societi court personnel respond effect need citizen aim increas access justic citizen region support avail coordin provis free legal servic launch free legal network partner ngo region chamber region ombudsmen offic aim increas transpar respons court judiciari support exchang repres civil societi media russia judiciari lastli strengthen profession skill russian legal profession project plan work advoc student professor judg promot ethic standard profession self govern continu legal educ,0.142857143,0.2
commerci court strengthen activ serbia project aim assist network serbian commerci court improv abil process case imparti effici legal play foster econom develop respond need grow market economi project activ focu provid technic assist court administr case manag enforc judgment technic train judg court staff public educ reform project improv intern work commerci court expedit case fair resolut technic assist provid promot legal regulatori reform strengthen abil commerci court adjud commerci econom case quickli effici predict,0.275,0.341666667
corrupt assess seneg provid background inform help situat issu corrupt seneg specif polit legal institut framework context corrupt appear senegales polit economi report discuss evolut anticorrupt law institut program explain ineffect,-0.325,0.8
sustain local develop project promot econom growth build capac serbian municip busi advocaci group civil societi organ drive econom develop ensur transpar municip govern project assist govern serbia relev ministri enhanc capac local govern provid servic facilit econom develop transpar participatori manner reduc opportun corrupt municip public sector creat sustain local environ busi grow prosper improv local govern capac busi advocaci increas public particip area base econom develop,-0.1625,0.266666667
purpos judici reform govern account project jrga strengthen rule independ judiciari administr justic serbia purpos increas public awar reform judici sector strengthen abil serbian govern independ agenc civil societi detect prevent corrupt,-0.25,0.533333333
separ power program overal goal help serbia closer access strengthen divis power author equal serbia branch govern help judiciari strengthen defens execut polit influenc control help nation assembl build capac respond need serbia citizen conduct oversight govern oper greater open court proceed inform court oper project pursu increas support judici independ reform reduc percept corrupt court,0,0.5625
promot good govern project aim increas capac institut public offici civil societi ensur good govern improv legisl framework enhanc exist public account mechan promot best practic public account project work improv legisl framework field institut account public particip develop capac institut charg public account promot best practic combat corrupt strengthen public particip support independ anticorrupt institut civil societi organ seek improv public account particip mechan,0.241666667,0.272222222
creat enabl polici environ sierra leon cepesl project design support govern sierra leon develop enabl environ improv natur resourc manag purpos activ establish enabl polici condit necessari order achiev sustain product natur resourc sierra leon project aim provid support establish participatori equit transpar govern structur polici law regul administr practic necessari sustain manag natur resourc,0,0
promot agricultur govern environ page design compon agricultur natur resourc govern project support rural econom growth aim improv natur resourc manag good govern district directli affect civil project work forestri divis district council tradit author commun pilot forest manag pilot provid use learn opportun help inform go polici legal regulatori reform process strengthen effort improv grind manag sierra leon remain forest resourc,0.3,0.266666667
financi sector knowledg share project share captur best practic financi sector goal dissemin inform increas return invest integr intern standard improv effici global financi market share identifi financi sector best practic aggreg best practic model scope work primer diagnost tool best practic case analys white paper tool project work fourteen countri maldiv indonesia west bank gaza azerbaijan armenia afghanistan colombia haiti zambia tanzania malawi ghana salvador develop extens region resourc case studi,0.571428571,0.171428571
purpos project util experi expertis indonesian organ improv qualiti southeast asian media capac region base journalist includ strengthen region network independ media asia call network aim facilit idea skill exchang strateg media partner better serv public project seek increas understand human right good govern ten million peopl southeast asia result dissemin region media content promot valu,0.085714286,0.350297619
main object program build support peac process lankan popul mainli local level project anti corrupt aim promot media voic better inform citizenri gener access unbias inform transit issu,0.041666667,0.458333333
project immedi goal includ provid technic assist train sentinel organ ensur account transpar post tsunami program project aim strengthen capac govern institut increas citizen particip monitor report tsunami reconstruct rehabilit program implement awar rais campaign combat corrupt project main pillar strengthen capac govern attorney gener depart commiss investig alleg briberi corrupt ciabc enhanc monitor participatori capac civil societi increas public awar,-0.208333333,0.6
lanka support region govern surg program aim build lanka democraci govern effort strengthen civic social infrastructur conflict affect area promot good govern human secur surg aim help consolid gain advantag opportun follow civil support region govern eastern provinc polonnaruwa district nation govern focu program compon social equiti local govern commun empower transform open dialogu media intertwin activ object reinforc govern improv better human commun secur,0.158333333,0.241666667
purpos sapan establish manag flexibl mechan provid technic assist train materi resourc need wide rang civil societi organ stakehold work promot reconcili stabl democrat govern thailand overal goal program foster construct civil societi engag royal thai govern mean build consensu democrat polit process mitig extrem year program coordin mutual support compon reach overal develop goal includ compon enhanc capac independ agenc provid effect govern oversight strengthen capac thai civil societi organ media serv check balanc polit process public polici support civil reconcili effort diminish potenti radic escal violent conflict southern thailand,-0.2425,0.430833333
turkmenistan govern strengthen project aim strengthen democrat practic polici turkmenistan object object aim increas nation level govern offici knowledg democrat practic second increas practic inclus dialogu inform share nation level institut foster nation govern better abl develop implement democrat legisl polici,0.25,0.25
project design build capac govern area plan budget effect implement govern uganda fiscal strategi improv public procur local level,0,0.033333333
fair account independ respons fair judiciari program support legisl regulatori institut reform judici institut build foundat account independ judiciari fair program strengthen account transpar judici institut promot ukrainian legisl regulatori complianc intern european standard bolster profession effect ukrainian judiciari support civil societi organ advoc monitor judici reform,0.42,0.54
ukrainian standard extern test initi legaci allianc useti legaci project build accomplish previou assist pursu object build sustain strengthen ukrainian center educ qualiti assess uceqa capabl independ transpar develop implement secur test meet intern standard secur legisl basi test higher educ admiss partnership busi higher educ policymak transform public support test proactiv contemporari public expect assist develop basic high qualiti test prepar industri drive inform consum demand,0.062222222,0.210925926
project work ukrainian govern increas transpar improv account prevent corrupt ukrain promot judici reform support implement,-0.5,1
promot citizen engag combat corrupt action project ukrain work ngo journalist survey research group advanc practic anticorrupt goal support public awar campaign target advocaci effort watchdog monitor activ direct dialogu negoti public author legal support victim corrupt investig report media public opinion poll action project major compon monitor implement promot investig journal media anti corrupt advocaci foster civil societi anti corrupt advocaci,-0.116346154,0.426923077
ukrainian standard extern test initi useti aim help govern ukrain introduc extern standard test mandatori criterion univers admiss mitig corrupt practic higher educ ukrain project support compon millennium challeng corpor threshold countri plan compon particular program includ follow support improv test develop administr technic assist univers depart teach educ measur psychometr improv test secur develop necessari tool procedur prevent corrupt level intern extern develop legal norm base necessari creat protect test materi develop sanction violat test secur increas public awar time provis inform student parent educ order better integr test process educ develop test prepar materi support privat industri expans area provid evid univers benefit standard extern test admiss process,-0.062121212,0.418181818
urol project address judici compon govern ukrain threshold initi month project focu registri case assign judici test disciplin assist administr court subsequ month extens project focu develop nation court autom strategi strengthen judici test mechan expand mechan judici disciplin expand project concret result ensur sustain,0,0
project aim provid technic assist ukrain public privat sector increas trade accord rule creat better busi environ reduc corrupt,0,0.522222222
purpos municip financ strengthen initi mfsi roll activ promot effici transpar implement local budget foster local social econom develop mfsi task provid legisl methodolog organiz support central local govern expand perform program budget local budget ukrain ensur institut sustain train build capac select citi develop implement multi year develop strategi includ introduct financi practic foster energi effici enhanc public awar understand public budget process revenu expenditur addit project seek improv softwar state treasuri servic ukrain budget program code serv basi autom formul execut base local budget reduc corrupt risk budgetari sphere improv transpar budget execut avail budget gener public,-0.105555556,0.209722222
purpos project support govern vietnam effort continu high level trade invest reform includ chang econom govern macroeconom area ensur environ attract invest trade privat sector growth,0.16,0.54
palestinian justic enhanc program pjep provid target assist justic sector institut legal profession civil societi public strengthen perform actor increas public knowledg justic sector project short term gain make justic effici fair respons creat foundat capabl credibl institut increas public confid justic,0.15,0.266666667
civic particip program aim reinvigor involv palestinian civil societi palestinian author decis make process monitor oversight govern institut broader public sector discours order ensur vibrant robust democrat dialogu govern citizen futur palestinian state aim award grant support palestinian civil societi organ cso provid technic assist cso step program strateg opportun adopt util intern democrat manag practic gener greater public valu enhanc network cso transpar decis make commun practic increas account intern govern qualiti perform enhanc credibl cso,0.166666667,0.241666667
goal west bank gaza local govern infrastructur program encourag good local govern provid basic infrastructur necessari improv qualiti life palestinian west bank gaza project object improv live condit palestinian provid sustain multisector commun infrastructur school road sidewalk enhanc impact usaid program address underli infrastructur need strengthen local govern capac respond effect effici commun need promot good democrat govern practic enhanc ministri local govern capac assum regulatori polici develop sector strateg plan guidanc monitor role gener employ opportun build capac palestinian construct sector build infrastructur project reserv percent program fund address unforese opportun help achiev program overal goal,0.192045455,0.228125
project object assist palestinian author adopt implement law regul polici procedur requir bring complianc multilater trade framework world trade organ project compon polici reform fiscal reform polici reform compon prepar palestinian author achiev world trade organ observ statu improv busi enabl environ project seek support polici advocaci institut develop privat sector organ univers government organ increas role women women own manag busi palestinian economi increas public awar support reform increas knowledg skill public privat counterpart need effect polici analysi advocaci,0.2,0.377777778
palestinian health sector reform develop project aim strengthen institut capac perform palestinian author ministri health select government organ elig educ profession institut support function democrat palestinian health sector capabl meet prioriti public health need peopl project activ design support palestinian author reform develop agenda help respond prioriti identifi nation strateg health plan medium term develop plan project main object improv govern manag practic palestinian health sector improv qualiti essenti clinic commun base health servic increas avail essenti commod achiev health humanitarian assist goal,-0.211111111,0.466666667
overal object year project program enhanc palestinian local govern combin technic assist capac build small scale infrastructur construct servic deliveri improv project seek develop capac local govern unit lgu undergo democrat elect oper respons account participatori democrat manner improv servic deliveri project support palestinian author effort recogn reform enabl environ effect local govern strengthen local govern institut leadership effect transpar democrat account manner assess priorit need implement integr strateg plan perform monitor process deliv manag infrastructur construct basic servic deliveri,0.078571429,0.203571429
rule justic enforc program know netham aim strengthen palestinian author capac promot provid rule increas public confid justic sector improv enforc law court order effort better serv palestinian public project seek increas capac justic sector institut palestinian author rais public overal confid justic sector program design address broad rang judici issu system organ develop autom train public outreach school curriculum reform facil renov improv civic educ curriculum,0.09375,0.179861111
program intend strengthen capac palestinian legisl council relat nongovernment actor project provid financi support small grant scheme number cso west bank gaza implement critic project,-0.25,0.4
arkan project goal assist legal educ commun inform judici sector stakehold activ involv promot respect understand legal reform territori arkan work track achiev goal enhanc faculti contribut legal reform build public profession constitu reform inculc cultur respect rule citizen program work improv qualiti profession legal educ increas legal literaci palestinian societi enhanc palestinian associ effect advoc voic oversight bodi legal profess,0.171428571,0.180952381
overal goal palestinian author capac enhanc pace project build profession public administr civil servic enabl provid effect effici respons servic benefit palestinian peopl object project improv deliveri servic target ministri institut result immedi tangibl benefit citizen increas financi transpar account public financ manag enhanc sustain capac offici strengthen public commun particip decis make,0,0.066666667
yemen respons govern project design strengthen capac civil societi organ increas citizen particip yemen polit transit work individu ministri plan improv capac better respond public need transit period nation dialogu process project seek coordin suprem nation author combat corrupt snacc creat build peer learn mentor program includ train senior ministri staff address financi administr corrupt document case studi anticorrupt success,-0.04,0.513333333
enhanc govern effect yemen project develop assist govern yemen increas effici disburs develop loan grant improv monitor evalu develop project build capac staff area increas effect disburs project assist ministri financ extern financi relat sector improv implement extern fund project increas effici disburs multilater bilater loan grant enhanc monitor oversight perform develop program project fund multilater bilater loan grant,0,0
basic health servic project design assist republ yemen govern improv servic govern amran jawf marib shabwa improv environ health yemen goal increas reproduct matern child health servic object reach intermedi result increas access qualiti health servic particip commun level increas health knowledg improv behavior commun level,0,0.125
program design reduc administr corrupt barrier trade invest improv effect select govern institut program compon rule justli tackl administr corrupt econom freedom reduc barrier trade invest,-0.5,1
zambia institut reform program contribut effort govern republ zambia improv effici effect public servic deliveri program aim deliv continu registr sole purpos creat robust process platform sound data document repositori birth record hop facilit enhanc incent environ acquisit nation ident document state acquir necess civic oblig duti final program aim emb valu base cod ethic conduct self initi develop servic deliveri standard,-0.066666667,0.452777778
